Title,Ease_Score,Download_Count,Index
"A bankrupt heart, Vol. 2 (of 3)",80.1,66,73973
The Evolution of Worlds,61.2,59,62992
"About Algeria: Algiers, Tlemçen, Constantine, Biskra, Timgad",66,130,60514
"J. S. Le Fanu's Ghostly Tales, Volume 4",61.4,93,12647
"Richard II
Makers of History",66.7,155,28433
"The Hedge School; The Midnight Mass; The Donagh
Traits And Stories Of The Irish Peasantry, The Works of
William Carleton, Volume Three",64.1,101,16014
Joy Ride,64.7,47,31961
"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 03",61.9,69,7476
Ancient Art and Ritual,65.9,196,17087
Later Than You Think,67.3,142,50753
"Coffee and chicory : $b Their culture, chemical composition, preparation for market, and consumption, with simple tests for detecting adulteration, and practical hints for the producer and consumer",63,76,57340
The Air of Castor Oil,86.1,65,51688
The other Miller girl,81.6,96,73780
"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 364, April 4, 1829",64.5,96,11740
"Motion pictures, 1912-1939 : $b Catalog of copyright entries",81.6,535,51836
Pioneers in Australasia,58.9,125,48634
The Oxford Circus: A Novel of Oxford and Youth,72.7,187,50358
"Underground: Hacking, madness and obsession on the electronic frontier",73.9,225,4686
Is Polite Society Polite? and Other Essays,67.4,99,34271
Victorian Literature: Sixty Years of Books and Bookmen,62.4,152,39851
Cape Gloucester: The Green Inferno,55.5,122,48714
"Memorabilia; Or Recollections, Historical, Biographical, and Antiquarian",61.1,48,67755
"Notes and Queries, Number 68, February 15, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",68.5,63,22639
"The New Paul and Virginia; Or, Positivism on an Island",69.9,76,37651
The orchestra and its instruments,66.6,115,73991
"Free, and other stories",80.4,143,68542
The pit : $b a story of Chicago,82,224,4382
Schools of to-morrow,51.5,172,48906
Detection of the Common Food Adulterants,71.5,124,43545
"Tom Finch's Monkey
and How he Dined with the Admiral",63.5,61,21097
Devon Boys: A Tale of the North Shore,86.4,49,21303
The Beggar's Purse: A Fairy Tale of Familiar Finance,76,66,44327
A Bicycle of Cathay,79.2,58,12334
Through Glacier Park: Seeing America First with Howard Eaton,82.2,65,43394
"Easy come, easy go",86.6,67,68450
The Vicar's Daughter,77.4,101,9471
Account of an expedition to the interior of New Holland,46.3,66,69476
M. P.'s in Session: From Mr. Punch's Parliamentary Portrait Gallery,80.1,71,29560
Rambles on Railways,62,77,49061
The Sky Line of Spruce,80.2,73,11402
"American Historical and Literary Curiosities, Part 08",43.1,79,7908
Quiet Talks on Service,83,71,12529
"The chronicles of Enguerrand de Monstrelet, Vol. 04 [of 13] : $b containing an account of the cruel civil wars between the houses of Orleans and Burgundy, of the possession of Paris and Normandy by the English, their expulsion thence, and of other memorable events that happened in the kingdom of France, as well as in other countries",52.7,66,52889
"The Boy Scout Camera Club; Or, the Confession of a Photograph",92,87,7356
The Thirty Years War — Volume 02,52.3,52,6771
Captain Chaos,85,109,62139
The Slanderers,83.2,103,58287
"The golden spears, and other fairy tales",78.3,130,22168
"Punch, Or The London Charivari, Volume 102, March 26, 1892",76.1,40,14389
The Star of India,77,56,69696
"The Rural Magazine, and Literary Evening Fire-Side, Vol. 1 No. 12 (1820)",62.9,97,48812
White Tail the Deer's Adventures,91.8,50,57769
"The Pomp of the Lavilettes, Complete",80.2,50,6217
As We Were Saying,64,50,3106
Viking Boys,77.2,94,23725
Private Peat,81.4,75,16685
"The American Missionary — Volume 34, No. 04, April, 1880",72.4,48,54688
"The Dawn of Modern Medicine
An Account of the Revival of the Science and Art of Medicine Which Took Place in Western Europe During the Latter Half of the Eighteenth Century and the First Part of the Nineteenth",48.7,170,61196
"Little Mary
Or, The Picture-Book",78.8,31,23288
Mother: A Story,80.8,65,3635
Open Letter to President McKinley by Colored People of Massachusetts,44,60,58623
Nervous Breakdowns and How to Avoid Them,67.7,137,47366
No Great Magic,79.1,105,23162
"Philosophical Works, v. 1 (of 4)
Including All the Essays, and Exhibiting the More Important Alterations and Corrections in the Successive Editions Published by the Author",47.9,158,53791
A Mere Chance: A Novel. Vol. 3,76,44,38085
"The Justice and Necessity of Taxing the American Colonies, Demonstrated
Together with a Vindication of the Authority of Parliament",51.8,98,32463
"The Black Cat, Vol. I, No. 5, February 1896",73,73,68954
The Cook's Oracle; and Housekeeper's Manual,71.3,320,28681
"The American Journal of Pharmacy, March, 1907",50.7,60,59296
Index of the Project Gutenberg Works of George Barr McCutcheon,66.6,44,59542
Martin of old London,82.1,73,69609
The Paradise Mystery,82.4,172,5308
Slang and cant in Jerome K. Jerome's works : $b A study,76.2,76,71307
"Night and Morning, Volume 5",77.8,29,9754
"The Mentor: American Naturalists, Vol. 7, Num. 9, Serial No. 181, June 15, 1919",57.9,73,46482
How To Build A 20-Foot Bi-Plane Glider,71,99,63077
Biographical Notices of the Portraits at Hinchingbrook,63.6,66,63204
"Mastery of Self for Wealth, Power, Success",61.3,170,4286
The Conservation of Races,47.6,85,5685
Abraham Lincoln: The Practical Mystic,59.2,70,45449
"Aunt Rachel
A Rustic Sentimental Comedy",79.9,91,22202
"Government in the United States, National, State and Local",47.5,99,38014
Each Man Kills,85,124,23301
"Appletons' Popular Science Monthly, April 1900
Vol. 56, Nov. 1899 to April, 1900",57.3,119,47183
Poison Island,79.1,99,16604
"The Ghost in the White House
Some suggestions as to how a hundred million people (who are supposed in a vague, helpless way to haunt the white house) can make themselves felt with a president, how they can back him up, express themselves to him, be expressed by him, and get what they want",56,79,22241
Kinship Organisations and Group Marriage in Australia,55.1,240,17404
The Eye of Osiris,70.8,96,24201
"The Natural History of Selborne, Vol. 2",53.4,72,20934
Pocahontas: A Poem,72.6,66,9985
"The Poems of Philip Freneau, Poet of the American Revolution. Volume 2 (of 3)",69,144,38529
Percival's picture gallery,77.3,112,73027
Kepler,46.9,96,12406
"A Revision of Snakes of the Genus Conophis (Family Colubridae, from Middle America)",66.9,78,37512
The Panama Canal,58.1,72,55970
A Rivermouth Romance,80.1,63,23358
"The Smoky God; Or, A Voyage to the Inner World",63.3,747,3007
The Madness of May,81.2,61,25837
The Colored Man in the Methodist Episcopal Church,51.3,54,61417
"The Right Honourable Sir Henry Enfield Roscoe P.C., D.C.L., F.R.S.
A Biographical Sketch",53.8,54,56569
"Project Gutenberg Newsletters 1999
Thirteen Letters: December 1998 to December 1999",73.3,86,48791
Debate on birth control. Margaret Sanger and Winter Russell,78.7,100,61637
"Tea, Its Mystery and History",55.9,71,59170
"Punch or the London Charivari, Vol. 148, February 10, 1915",71.8,52,44933
"A Collection of State-papers, Relative to the First Acknowledgment of the Sovereignty of the United States of America, and the Reception of Their Minister Plenipotentiary, by Their High Mightinesses the States General of the United Netherlands : to Which is Prefixed, the Political Character of John Adams, Ambassador Plenipotentiary from the States of North America, to Their High Mightinesses the States General of the United Provinces of the Netherlands ... Likewise, an Essay on Canon and Feudal Law",33.6,65,30872
"The Island Trapper; or, The Young White-Buffalo Hunters",81.7,51,65528
Peter and Polly in Winter,97.7,98,37837
The Taming of the Jungle,82.6,47,35644
"Schools, School-Books and Schoolmasters
A Contribution to the History of Educational Development in Great Britain",55.8,257,38017
Admiral Farragut,50.2,76,27750
"The Candy Maker's Guide
A Collection of Choice Recipes for Sugar Boiling",73,287,30293
On Calvinism,47.7,76,28339
Little soldiers all,82.2,82,70607
History of Roman Literature from its Earliest Period to the Augustan Age. Vol. II,50.9,249,35751
"Punch, or the London Charivari, Volume 103, December 17, 1892",75.5,48,21028
The Viking's Skull,71.4,78,60414
Lectures on the Origin and Growth of Religion as Illustrated by the Native Religions of Mexico and Peru,55.4,88,34804
"Tioba, and Other Tales",81.9,66,50271
The Boy Fortune Hunters in Panama,77.6,73,60191
"Harper's Round Table, March 16, 1897",79,36,61026
"Narrative of Henry Box Brown
Who Escaped from Slavery Enclosed in a Box 3 Feet Long and 2 Wide",54.6,152,64992
Joe Wilson and His Mates,87.7,421,1036
A Rough Diamond: A Comic Drama in One Act,82.7,52,46138
Campaigning in Cuba,51.1,76,31158
Bertha Weisser's wish : $b A Christmas story,85.4,62,70279
That Girl Montana,88.9,183,27475
Maxims and counsels of St. Francis de Sales for every day of the year,73.3,106,73661
The Little Hunchback Zia,88.3,64,5303
"White Dandy; or, Master and I: A Horse's Story",78.1,45,44176
Cape Cod is a number of things,69.9,80,74413
"The Best of the World's Classics, Restricted to Prose, Vol. IX (of X) - America - I",63.4,90,28653
Squire Phin,79.7,80,55340
"Biographical Catalogue of the Portraits at Panshanger, the Seat of Earl Cowper, K.G.",61.6,69,63698
Little Willie,84.8,50,68098
A Cathedral Courtship,78.5,88,1551
"The Philippine Islands, 1493-1898 — Volume 17 of 55
1609-1616
Explorations by Early Navigators, Descriptions of the Islands and Their Peoples, Their History and Records of the Catholic Missions, as Related in Contemporaneous Books and Manuscripts, Showing the Political, Economic, Commercial and Religious Conditions of Those Islands from Their Earliest Relations with European Nations to the Close of the Nineteenth Century",52.1,232,15530
"The life record of H. W. Graber
A Terry Texas Ranger, 1861-1865; sixty-two years in Texas",58.7,63,68143
The Somnambulist and the Detective; The Murderer and the Fortune Teller,77.9,118,30636
The Ranch Girls in Europe,78,115,34929
Forty-Six Years in the Army,51.6,87,21417
"The German Classics of the Nineteenth and Twentieth Centuries, Volume 02
Masterpieces of German Literature Translated into English. in Twenty Volumes",63.2,115,11366
"College Teaching
Studies in Methods of Teaching in the College",47.1,117,29604
"Memorabilia Mathematica; or, the Philomath's Quotation-Book",52.4,168,44730
The Science of Getting Rich,62.7,1470,59844
Three years in France with the Guns: Being Episodes in the life of a Field Battery,59.9,170,19814
Nooks and Corners of Old London,76.2,214,40072
Literary Tours in The Highlands and Islands of Scotland,66.8,100,29178
The Talking Leaves: An Indian Story,90.8,85,21913
"Memories of a Hostess: A Chronicle of Eminent Friendships
Drawn Chiefly from the Diaries of Mrs. James T. Fields",70.9,77,62867
"Punch, or the London Charivari, Vol. 109, August 10, 1895",74.6,64,44809
The Land of Desolation: Being a Personal Narrative of Observation and Adventure in Greenland,61.9,105,59217
"The Continental Monthly, Vol. 4, No. 5, November, 1863",50.5,59,30141
"""Undo"": A Novel",83.4,93,480
"U.S. Copyright Renewals, 1968 January - June",82.2,117,11837
"Ecological Observations on the Woodrat, Neotoma floridana",58.7,187,33566
The Murder on the Links,85.8,2041,58866
"Armageddon, 1970",84.5,72,66021
Tame Animals,83.5,69,22561
The Poet Assassinated,71.3,117,60771
"Point Park, Lookout Mountain and Chattanooga Battlefields
Chickamauga and Chattanooga National Military Park, Georgia and Tennessee",50.4,53,65875
"The Blonde Lady
Being a Record of the Duel of Wits between Arsène Lupin and the English Detective",84.2,137,24839
"Travels to Discover the Source of the Nile, Volume 1 (of 5)
In the years 1768, 1769, 1770, 1771, 1772 and 1773",64.9,139,54180
Super Man and the Bug Out,74.2,90,17030
"Palace and Hovel; Or, Phases of London Life",61.9,222,55732
Fancies Versus Fads,65.7,89,60164
"The Wonder Book of Knowledge
The Marvels of Modern Industry and Invention, the Interesting Stories of Common Things, the Mysterious Processes of Nature Simply Explained",66.6,369,41111
"The Palace of Pleasure, Volume 1",64.4,383,20241
The Tragedy of King Lear,92.3,1487,1532
True Bear Stories,74,89,40869
Love in a Cloud: A Comedy in Filigree,82.1,71,42831
"Letters to Eugenia; Or, A Preservative Against Religious Prejudices",46.5,101,31275
Saknarth,83.7,65,73218
"Silas Strong, Emperor of the Woods",82.5,154,50091
"Mam' Lyddy's Recognition
1908",83.8,86,23512
"Adventures of a Soldier, Written by Himself
Being the Memoirs of Edward Costello, K.S.F. Formerly a Non-Commissioned Officer in the Rifle Brigade, Late Captain in the British Legion, and Now One of the Wardens of the Tower of London; Comprising Narratives of the Campaigns in the Peninsula under the Duke of Wellington, and the Subsequent Civil Wars in Spain.",59.1,75,50181
The Nine Lives of A Cat: A Tale of Wonder,86.4,81,23318
Collected Poems: Volume Two,89,113,30599
"Reminiscences of the Great Mutiny 1857-59
Including the relief, siege, and capture of Lucknow, and the campaigns in Rohilcund and Oude",56.7,56,33426
The Courier of the Ozarks,82.2,257,35207
"Consolation in Life and Death, Derived from the Life of Christ
Being the substance of a sermon on the death of Mrs. Turner, preached at the Surrey Tabernacle, on Sunday evening, the 15th of August, 1824",64.2,56,58048
Ghost Stories of an Antiquary,75.2,1295,8486
Extracts from the Galactick Almanack: Music Around the Universe,59.1,79,51622
"Landmarks of Charleston
Including Description of an Incomparable Stroll",62,53,58921
Camps and Trails,73,84,34671
"British Manufacturing Industries: Pottery, Glass and Silicates, Furniture and Woodwork.",58,59,38953
"The Miscellaneous Writings and Speeches of Lord Macaulay
Complete Table of Contents of the Four Volumes",68.8,146,25903
"Commentary on Genesis, Vol. 2: Luther on Sin and the Flood",75.5,265,27978
A Hero of Our Time,81.7,724,913
"The American Missionary — Volume 37, No. 6, June 1883",74.1,52,61012
Harper's Household Handbook: A guide to easy ways of doing woman's work,81.6,136,65120
"Work of the Colored Law and Order League, Baltimore, Md.",55.3,59,60670
The Dare Boys in Virginia,79.6,91,44478
"Saunders' Books on Pathology, Physiology Histology, Embryology and Bacteriology",49.2,81,54062
"Myth, Ritual And Religion, Vol. 2 (of 2)",66.8,110,36794
Rough Translation,86.5,59,31980
Avril: Being Essays on the Poetry of the French Renaissance,66.7,67,18839
The Merriweather Girls and the Mystery of the Queen's Fan,93.5,61,30378
How to make rugs,59.4,79,28109
The Fight for the Argonne: Personal Experiences of a 'Y' Man,68.5,82,28060
